latitude,longitude,lat,lon,height,area_in_meters,building_type,source,osm_id
17.360380845454543,78.47313388181819,17.360380845454543,78.47313388181819,10.0,2788.366300216694,yes,osm,116029938
17.357890939999997,78.47160756000001,17.357890939999997,78.47160756000001,10.0,2475.183105020733,yes,osm,116030267
17.356929136363636,78.47153657272726,17.356929136363636,78.47153657272726,10.0,1324.9604868215101,yes,osm,116030916
17.355806114285716,78.47141827142856,17.355806114285716,78.47141827142856,10.0,1117.3144997146665,yes,osm,116030917
17.35792846,78.46629528,17.35792846,78.46629528,10.0,746.04803533839,yes,osm,116032063
17.37178946,78.48116827999999,17.37178946,78.48116827999999,10.0,2332.2452161983165,yes,osm,170187442
17.3729009,78.48246185555556,17.3729009,78.48246185555556,10.0,1841.0584103357905,yes,osm,170187461
17.36159618974359,78.47462867948718,17.36159618974359,78.47462867948718,19.0,648.690517612522,yes,osm,238186115
17.36028058,78.47361301999999,17.36028058,78.47361301999999,10.0,622.8992898140859,yes,osm,238186614
17.359031833333333,78.47386598333334,17.359031833333333,78.47386598333334,10.0,653.7671529586078,yes,osm,238188557
17.36514964,78.47533538,17.36514964,78.47533538,10.0,257.8909419808042,yes,osm,238191402
17.36798627142857,78.48516212857143,17.36798627142857,78.48516212857143,10.0,74.70401595037401,yes,osm,238191613
17.365063175,78.47867744999999,17.365063175,78.47867744999999,10.0,839.9957929959783,yes,osm,238192346
17.36544696,78.47864106,17.36544696,78.47864106,10.0,1265.4637074056154,yes,osm,238192347
17.365350675000002,78.478377075,17.365350675000002,78.478377075,10.0,1553.5637634211525,yes,osm,238192348
17.36183136,78.47050498,17.36183136,78.47050498,10.0,2504.157397849667,mosque,osm,238282672
17.367485508333335,78.468961775,17.367485508333335,78.468961775,10.0,502.73358428694337,yes,osm,238282840
17.367874093333334,78.46936267333334,17.367874093333334,78.46936267333334,10.0,1439.701513444561,yes,osm,238282841
17.3675703,78.47005476296297,17.3675703,78.47005476296297,10.0,1773.0378974993073,yes,osm,238282842
17.36916653333333,78.47153366,17.36916653333333,78.47153366,10.0,5000.0,courthouse,osm,238284084
17.369014,78.47144937692308,17.369014,78.47144937692308,10.0,1113.4233460661562,yes,osm,238284091
17.369085346153845,78.47199275384615,17.369085346153845,78.47199275384615,10.0,4191.145859507742,yes,osm,238284092
17.368629340000002,78.46970326,17.368629340000002,78.46970326,10.0,5000.0,yes,osm,238284093
17.36923994,78.47085747999999,17.36923994,78.47085747999999,10.0,1246.4186572315157,yes,osm,238284094
17.37113352,78.47944384,17.37113352,78.47944384,10.0,2342.605179424936,yes,osm,238284095
17.36887116,78.47263955999999,17.36887116,78.47263955999999,10.0,453.143378022105,yes,osm,238284096
17.368666060000002,78.4717758,17.368666060000002,78.4717758,10.0,453.143378022105,yes,osm,238284097
17.36864868235294,78.47090232352942,17.36864868235294,78.47090232352942,10.0,2883.1008230054067,yes,osm,238284098
17.36932418,78.4749554,17.36932418,78.4749554,10.0,708.4606645739768,yes,osm,238285566
17.36895006,78.47410579999999,17.36895006,78.47410579999999,10.0,1488.1395755173799,yes,osm,238285568
17.369200720000002,78.47401842,17.369200720000002,78.47401842,10.0,669.6544746064319,yes,osm,238285570
17.36794348,78.47861467999999,17.36794348,78.47861467999999,10.0,1098.2094420305657,yes,osm,238285571
17.368122266666667,78.47885275555556,17.368122266666667,78.47885275555556,10.0,1786.4462422339784,yes,osm,238285574
17.3678253,78.47871658888889,17.3678253,78.47871658888889,10.0,1460.3267613820208,yes,osm,238285575
17.368661019999998,78.47779507999999,17.368661019999998,78.47779507999999,10.0,462.3378620544827,yes,osm,238285994
17.374932314285715,78.46348680000001,17.374932314285715,78.46348680000001,6.0,155.26209787640255,house,osm,343855758
17.374564959999997,78.4630631,17.374564959999997,78.4630631,6.0,120.92713415404432,house,osm,343855935
17.3746245,78.46331474,17.3746245,78.46331474,6.0,132.2965570489032,house,osm,343856165
17.37436292,78.462783,17.37436292,78.462783,15.0,336.4794440785772,apartments,osm,343856917
17.361697200000002,78.47600564000001,17.361697200000002,78.47600564000001,10.0,1130.8535274711176,yes,osm,344017397
17.37414334,78.46222176,17.37414334,78.46222176,10.0,131.32310188666452,yes,osm,357417453
17.3724992,78.46271859999999,17.3724992,78.46271859999999,10.0,90.70735211753345,yes,osm,357417455
17.3709651,78.46934922,17.3709651,78.46934922,10.0,249.16051602576772,yes,osm,357417457
17.370151900000003,78.46786576,17.370151900000003,78.46786576,10.0,58.11260618520464,yes,osm,357417458
17.37141776,78.46724066,17.37141776,78.46724066,10.0,186.23397403825948,yes,osm,357417459
17.37300668,78.4626028,17.37300668,78.4626028,10.0,53.21332636867737,yes,osm,357417461
17.3704701,78.46511181999999,17.3704701,78.46511181999999,10.0,143.64197693976166,yes,osm,357417462
17.37142248,78.46959684000001,17.37142248,78.46959684000001,10.0,59.53145042167307,yes,osm,357417463
17.374402359999998,78.46965216,17.374402359999998,78.46965216,10.0,170.78537396355387,yes,osm,357417465
17.37312226,78.46258756,17.37312226,78.46258756,10.0,112.5887572643478,yes,osm,357417468
17.37138072,78.4626016,17.37138072,78.4626016,10.0,66.18828353111894,yes,osm,357417470
17.37170982,78.46930688,17.37170982,78.46930688,10.0,339.75985462529934,yes,osm,357417471
17.371762920000002,78.46261332,17.371762920000002,78.46261332,10.0,107.34676789070363,yes,osm,357417474
17.37231294,78.46223688,17.37231294,78.46223688,10.0,158.47850041245692,yes,osm,357417476
17.3724795,78.46912392,17.3724795,78.46912392,10.0,178.45833424235025,yes,osm,357417477
17.370182579999998,78.46452738,17.370182579999998,78.46452738,10.0,243.9051916499011,yes,osm,357417478
17.37088378,78.46853764,17.37088378,78.46853764,10.0,160.46674924382387,yes,osm,357417483
17.37245772,78.46228674,17.37245772,78.46228674,10.0,163.40845073409582,yes,osm,357417486
17.371898780000002,78.46920944000001,17.371898780000002,78.46920944000001,10.0,140.72294495326787,yes,osm,357417488
17.37386596,78.47001612,17.37386596,78.47001612,10.0,156.31956355264265,yes,osm,357417490
17.37239946,78.46274858,17.37239946,78.46274858,10.0,62.442481406833394,yes,osm,357417494
17.37108088,78.46853672,17.37108088,78.46853672,10.0,298.5880352634922,yes,osm,357417495
17.37374428,78.46244626000001,17.37374428,78.46244626000001,10.0,59.96750499434711,yes,osm,357417499
17.3733055,78.46276162000001,17.3733055,78.46276162000001,10.0,112.33139172145457,yes,osm,357417503
17.37281338,78.46268228,17.37281338,78.46268228,10.0,62.299796883053205,yes,osm,357417509
17.37279524,78.46278754,17.37279524,78.46278754,10.0,132.23921653934667,yes,osm,357417516
17.371717139999998,78.462689,17.371717139999998,78.462689,10.0,58.11260618520464,yes,osm,357417517
17.37193786,78.46905308000001,17.37193786,78.46905308000001,10.0,169.65323227486806,yes,osm,357417518
17.373856080000003,78.46272546,17.373856080000003,78.46272546,10.0,93.85707964247558,yes,osm,357417523
17.37214696,78.4627225,17.37214696,78.4627225,10.0,59.66480044389755,yes,osm,357417526
17.37105844,78.46992204,17.37105844,78.46992204,10.0,92.23554337222595,yes,osm,357417527
17.37299096,78.46999201999999,17.37299096,78.46999201999999,10.0,103.54229175663932,yes,osm,357417531
17.372181599999998,78.46256082,17.372181599999998,78.46256082,10.0,131.37510839533206,yes,osm,357417533
17.37219628,78.46202966000001,17.37219628,78.46202966000001,10.0,81.5342040887117,yes,osm,357417535
17.372361180000002,78.469065,17.372361180000002,78.469065,10.0,56.25637387583993,yes,osm,357417536
17.3713424,78.462694,17.3713424,78.462694,10.0,66.11760801933997,yes,osm,357417537
17.37073344,78.46398988000001,17.37073344,78.46398988000001,10.0,224.18272336290102,yes,osm,357417538
17.37256102,78.47005306000001,17.37256102,78.47005306000001,10.0,153.4378695723717,yes,osm,357417539
17.372583679999998,78.46262828,17.372583679999998,78.46262828,10.0,69.52203408673086,yes,osm,357417540
17.37051994,78.4679423,17.37051994,78.4679423,10.0,83.46911291118886,yes,osm,357417541
17.37285444,78.46980205999999,17.37285444,78.46980205999999,10.0,54.610834601589886,yes,osm,357417544
17.372605580000002,78.46253996,17.372605580000002,78.46253996,10.0,66.19761803267465,yes,osm,357417546
17.3713548,78.4629815,17.3713548,78.4629815,10.0,170.61868643577327,yes,osm,357417550
17.37170224,78.46911304,17.37170224,78.46911304,10.0,232.1090486839239,yes,osm,357417551
17.37391496,78.46229652,17.37391496,78.46229652,10.0,134.2034623667132,yes,osm,357417554
17.37337456,78.4704804,17.37337456,78.4704804,10.0,161.28018437939318,yes,osm,357417557
17.37039594,78.46549402000001,17.37039594,78.46549402000001,10.0,64.92279182020866,yes,osm,357417558
17.37061244,78.46464562,17.37061244,78.46464562,10.0,112.19804169923009,yes,osm,357417559
17.370759900000003,78.46444306000001,17.370759900000003,78.46444306000001,10.0,136.1570401923018,yes,osm,357417563
17.37297312,78.47007694,17.37297312,78.47007694,10.0,73.59721076591086,yes,osm,357417565
17.3724139,78.4625849,17.3724139,78.4625849,10.0,145.5648842602386,yes,osm,357417566
17.37356922,78.46193898,17.37356922,78.46193898,10.0,84.68926561454282,yes,osm,357417567
17.373795620000003,78.46234874000001,17.373795620000003,78.46234874000001,10.0,24.605746100860415,yes,osm,357417568
17.37081404,78.4655039,17.37081404,78.4655039,10.0,290.2269888700175,yes,osm,357417570
17.3712105,78.46301556,17.3712105,78.46301556,10.0,168.19838353239902,yes,osm,357417572
17.372856419999998,78.4700636,17.372856419999998,78.4700636,10.0,80.07002084468695,yes,osm,357417573
17.374040139999998,78.4697673,17.374040139999998,78.4697673,10.0,129.41219606818777,yes,osm,357417575
17.373558640000002,78.47039305999999,17.373558640000002,78.47039305999999,10.0,169.71857378575805,yes,osm,357417576
17.3711893,78.46271236,17.3711893,78.46271236,10.0,50.5063209175205,yes,osm,357417578
17.37381272,78.46319704,17.37381272,78.46319704,10.0,186.64202510626637,yes,osm,357417580
17.37289704,78.4628273,17.37289704,78.4628273,10.0,104.19570686553925,yes,osm,357417583
17.370349960000002,78.46511402,17.370349960000002,78.46511402,10.0,108.8589571427292,yes,osm,357417586
17.371588080000002,78.46267811999999,17.371588080000002,78.46267811999999,10.0,109.23100370473549,yes,osm,357417589
17.37270622,78.47005274,17.37270622,78.47005274,10.0,163.937850322327,yes,osm,357417590
17.37348702,78.46203418,17.37348702,78.46203418,10.0,44.000173333188286,yes,osm,357417592
17.37220524,78.46936448,17.37220524,78.46936448,10.0,85.6987252827821,yes,osm,357417595
17.37320918,78.47014428,17.37320918,78.47014428,10.0,174.4831700798386,yes,osm,357417598
17.37143074,78.46298879999999,17.37143074,78.46298879999999,10.0,56.82577847073844,yes,osm,357417599
17.37202834,78.46271166,17.37202834,78.46271166,10.0,101.32601438726851,yes,osm,357417600
17.37356804,78.46206292,17.37356804,78.46206292,10.0,72.80244463345298,yes,osm,357417602
17.3711415,78.46249574,17.3711415,78.46249574,10.0,167.45962440927542,yes,osm,357417603
17.37320356,78.4702695,17.37320356,78.4702695,10.0,68.21920436959772,yes,osm,357417604
17.37311588,78.46285092000001,17.37311588,78.46285092000001,10.0,123.1634140267488,yes,osm,357417606
17.373680819999997,78.4630078,17.373680819999997,78.4630078,10.0,75.72681062083575,yes,osm,357417607
17.3706513,78.46384112000001,17.3706513,78.46384112000001,10.0,242.35966489231942,yes,osm,357417608
